"","circRNA","miRNAs"
"50371","hsa_circ_0001747","hsa-miR-607"
"50372","hsa_circ_0001747","hsa-miR-624"
"50373","hsa_circ_0001747","hsa-miR-888"
"50374","hsa_circ_0042270","hsa-miR-1236"
"50375","hsa_circ_0042270","hsa-miR-1276"
"50376","hsa_circ_0042270","hsa-miR-1278"
"50377","hsa_circ_0042270","hsa-miR-198"
"50378","hsa_circ_0042270","hsa-miR-326"
"50379","hsa_circ_0042270","hsa-miR-330-3p"
"50380","hsa_circ_0042270","hsa-miR-330-5p"
"50381","hsa_circ_0042270","hsa-miR-370"
"50382","hsa_circ_0042270","hsa-miR-583"
"50383","hsa_circ_0042270","hsa-miR-936"
"50384","hsa_circ_0001890","hsa-miR-1208"
"50385","hsa_circ_0001890","hsa-miR-1229"
"50386","hsa_circ_0001890","hsa-miR-1251"
"50387","hsa_circ_0001890","hsa-miR-1252"
"50388","hsa_circ_0001890","hsa-miR-1256"
"50389","hsa_circ_0001890","hsa-miR-1279"
"50390","hsa_circ_0001890","hsa-miR-1305"
"50391","hsa_circ_0001890","hsa-miR-377"
"50392","hsa_circ_0001890","hsa-miR-433"
"50393","hsa_circ_0001890","hsa-miR-507"
"50394","hsa_circ_0001890","hsa-miR-556-5p"
"50395","hsa_circ_0001890","hsa-miR-557"
"50396","hsa_circ_0001890","hsa-miR-558"
"50397","hsa_circ_0001890","hsa-miR-576-5p"
"50398","hsa_circ_0001890","hsa-miR-589"
"50399","hsa_circ_0001890","hsa-miR-593"
"50400","hsa_circ_0001890","hsa-miR-607"
"50401","hsa_circ_0001890","hsa-miR-610"
"50402","hsa_circ_0001890","hsa-miR-645"
"50403","hsa_circ_0001890","hsa-miR-766"
"50404","hsa_circ_0001890","hsa-miR-889"
"50405","hsa_circ_0001890","hsa-miR-924"
"50406","hsa_circ_0001890","hsa-miR-942"
"50407","hsa_circ_0074082","hsa-miR-1178"
"50408","hsa_circ_0074082","hsa-miR-1184"
"50409","hsa_circ_0074082","hsa-miR-1231"
"50410","hsa_circ_0074082","hsa-miR-1236"
"50411","hsa_circ_0074082","hsa-miR-1244"
"50412","hsa_circ_0074082","hsa-miR-1265"
"50413","hsa_circ_0074082","hsa-miR-1298"
"50414","hsa_circ_0074082","hsa-miR-1299"
"50415","hsa_circ_0074082","hsa-miR-186"
"50416","hsa_circ_0074082","hsa-miR-330-3p"
"50417","hsa_circ_0074082","hsa-miR-370"
"50418","hsa_circ_0074082","hsa-miR-433"
"50419","hsa_circ_0074082","hsa-miR-495"
"50420","hsa_circ_0074082","hsa-miR-507"
"50421","hsa_circ_0074082","hsa-miR-513a-3p"
"50422","hsa_circ_0074082","hsa-miR-516b"
"50423","hsa_circ_0074082","hsa-miR-526b"
"50424","hsa_circ_0074082","hsa-miR-548c-3p"
"50425","hsa_circ_0074082","hsa-miR-548g"
"50426","hsa_circ_0074082","hsa-miR-557"
"50427","hsa_circ_0074082","hsa-miR-578"
"50428","hsa_circ_0074082","hsa-miR-579"
"50429","hsa_circ_0074082","hsa-miR-580"
"50430","hsa_circ_0074082","hsa-miR-587"
"50431","hsa_circ_0074082","hsa-miR-616"
"50432","hsa_circ_0074082","hsa-miR-626"
"50433","hsa_circ_0074082","hsa-miR-649"
"50434","hsa_circ_0074082","hsa-miR-665"
"50435","hsa_circ_0074082","hsa-miR-671-5p"
"50436","hsa_circ_0074082","hsa-miR-7"
"50437","hsa_circ_0074082","hsa-miR-767-3p"
"50438","hsa_circ_0074082","hsa-miR-873"
"50439","hsa_circ_0074082","hsa-miR-888"
"50440","hsa_circ_0074082","hsa-miR-935"
"50441","hsa_circ_0074082","hsa-miR-942"
"50442","hsa_circ_0049540","hsa-miR-1247"
"50443","hsa_circ_0049540","hsa-miR-1253"
"50444","hsa_circ_0049540","hsa-miR-1289"
"50445","hsa_circ_0049540","hsa-miR-198"
"50446","hsa_circ_0049540","hsa-miR-331-3p"
"50447","hsa_circ_0049540","hsa-miR-558"
"50448","hsa_circ_0049540","hsa-miR-630"
"50449","hsa_circ_0049540","hsa-miR-643"
"50450","hsa_circ_0049540","hsa-miR-646"
"50451","hsa_circ_0049540","hsa-miR-657"
"50452","hsa_circ_0049540","hsa-miR-662"
"50453","hsa_circ_0049540","hsa-miR-665"
"50454","hsa_circ_0011725","hsa-miR-1287"
"50455","hsa_circ_0011725","hsa-miR-1299"
"50456","hsa_circ_0011725","hsa-miR-145"
"50457","hsa_circ_0011725","hsa-miR-149"
"50458","hsa_circ_0011725","hsa-miR-194"
"50459","hsa_circ_0011725","hsa-miR-370"
"50460","hsa_circ_0011725","hsa-miR-494"
"50461","hsa_circ_0011725","hsa-miR-584"
"50462","hsa_circ_0011725","hsa-miR-587"
"50463","hsa_circ_0011725","hsa-miR-607"
"50464","hsa_circ_0011725","hsa-miR-665"
"50465","hsa_circ_0011725","hsa-miR-7"
"50466","hsa_circ_0011725","hsa-miR-766"
"50467","hsa_circ_0011725","hsa-miR-892b"
"50468","hsa_circ_0005414","hsa-miR-1178"
"50469","hsa_circ_0005414","hsa-miR-1200"
"50470","hsa_circ_0005414","hsa-miR-1206"
"50471","hsa_circ_0005414","hsa-miR-1224-3p"
"50472","hsa_circ_0005414","hsa-miR-1227"
"50473","hsa_circ_0005414","hsa-miR-1228"
"50474","hsa_circ_0005414","hsa-miR-1234"
"50475","hsa_circ_0005414","hsa-miR-1256"
"50476","hsa_circ_0005414","hsa-miR-127-5p"
"50477","hsa_circ_0005414","hsa-miR-1276"
"50478","hsa_circ_0005414","hsa-miR-1278"
"50479","hsa_circ_0005414","hsa-miR-1279"
"50480","hsa_circ_0005414","hsa-miR-1280"
"50481","hsa_circ_0005414","hsa-miR-1283"
"50482","hsa_circ_0005414","hsa-miR-1286"
"50483","hsa_circ_0005414","hsa-miR-1287"
"50484","hsa_circ_0005414","hsa-miR-1289"
"50485","hsa_circ_0005414","hsa-miR-1295"
"50486","hsa_circ_0005414","hsa-miR-1298"
"50487","hsa_circ_0005414","hsa-miR-139-5p"
"50488","hsa_circ_0005414","hsa-miR-144"
"50489","hsa_circ_0005414","hsa-miR-145"
"50490","hsa_circ_0005414","hsa-miR-149"
"50491","hsa_circ_0005414","hsa-miR-155"
"50492","hsa_circ_0005414","hsa-miR-182"
"50493","hsa_circ_0005414","hsa-miR-184"
"50494","hsa_circ_0005414","hsa-miR-191"
"50495","hsa_circ_0005414","hsa-miR-192"
"50496","hsa_circ_0005414","hsa-miR-194"
"50497","hsa_circ_0005414","hsa-miR-203"
"50498","hsa_circ_0005414","hsa-miR-215"
"50499","hsa_circ_0005414","hsa-miR-223"
"50500","hsa_circ_0005414","hsa-miR-296-5p"
"50501","hsa_circ_0005414","hsa-miR-324-5p"
"50502","hsa_circ_0005414","hsa-miR-330-3p"
"50503","hsa_circ_0005414","hsa-miR-338-3p"
"50504","hsa_circ_0005414","hsa-miR-361-3p"
"50505","hsa_circ_0005414","hsa-miR-370"
"50506","hsa_circ_0005414","hsa-miR-375"
"50507","hsa_circ_0005414","hsa-miR-377"
"50508","hsa_circ_0005414","hsa-miR-384"
"50509","hsa_circ_0005414","hsa-miR-411"
"50510","hsa_circ_0005414","hsa-miR-485-3p"
"50511","hsa_circ_0005414","hsa-miR-494"
"50512","hsa_circ_0005414","hsa-miR-495"
"50513","hsa_circ_0005414","hsa-miR-498"
"50514","hsa_circ_0005414","hsa-miR-503"
"50515","hsa_circ_0005414","hsa-miR-507"
"50516","hsa_circ_0005414","hsa-miR-510"
"50517","hsa_circ_0005414","hsa-miR-512-5p"
"50518","hsa_circ_0005414","hsa-miR-520g"
"50519","hsa_circ_0005414","hsa-miR-520h"
"50520","hsa_circ_0005414","hsa-miR-524-3p"
"50521","hsa_circ_0005414","hsa-miR-525-3p"
"50522","hsa_circ_0005414","hsa-miR-532-3p"
"50523","hsa_circ_0005414","hsa-miR-545"
"50524","hsa_circ_0005414","hsa-miR-548c-3p"
"50525","hsa_circ_0005414","hsa-miR-557"
"50526","hsa_circ_0005414","hsa-miR-562"
"50527","hsa_circ_0005414","hsa-miR-570"
"50528","hsa_circ_0005414","hsa-miR-574-5p"
"50529","hsa_circ_0005414","hsa-miR-576-5p"
"50530","hsa_circ_0005414","hsa-miR-579"
"50531","hsa_circ_0005414","hsa-miR-580"
"50532","hsa_circ_0005414","hsa-miR-583"
"50533","hsa_circ_0005414","hsa-miR-585"
"50534","hsa_circ_0005414","hsa-miR-587"
"50535","hsa_circ_0005414","hsa-miR-591"
"50536","hsa_circ_0005414","hsa-miR-593"
"50537","hsa_circ_0005414","hsa-miR-595"
"50538","hsa_circ_0005414","hsa-miR-599"
"50539","hsa_circ_0005414","hsa-miR-600"
"50540","hsa_circ_0005414","hsa-miR-602"
"50541","hsa_circ_0005414","hsa-miR-606"
"50542","hsa_circ_0005414","hsa-miR-607"
"50543","hsa_circ_0005414","hsa-miR-609"
"50544","hsa_circ_0005414","hsa-miR-610"
"50545","hsa_circ_0005414","hsa-miR-621"
"50546","hsa_circ_0005414","hsa-miR-622"
"50547","hsa_circ_0005414","hsa-miR-623"
"50548","hsa_circ_0005414","hsa-miR-626"
"50549","hsa_circ_0005414","hsa-miR-629"
"50550","hsa_circ_0005414","hsa-miR-636"
"50551","hsa_circ_0005414","hsa-miR-644"
"50552","hsa_circ_0005414","hsa-miR-646"
"50553","hsa_circ_0005414","hsa-miR-648"
"50554","hsa_circ_0005414","hsa-miR-649"
"50555","hsa_circ_0005414","hsa-miR-651"
"50556","hsa_circ_0005414","hsa-miR-653"
"50557","hsa_circ_0005414","hsa-miR-654-3p"
"50558","hsa_circ_0005414","hsa-miR-657"
"50559","hsa_circ_0005414","hsa-miR-659"
"50560","hsa_circ_0005414","hsa-miR-660"
"50561","hsa_circ_0005414","hsa-miR-661"
"50562","hsa_circ_0005414","hsa-miR-663b"
"50563","hsa_circ_0005414","hsa-miR-665"
"50564","hsa_circ_0005414","hsa-miR-671-5p"
"50565","hsa_circ_0005414","hsa-miR-7"
"50566","hsa_circ_0005414","hsa-miR-766"
"50567","hsa_circ_0005414","hsa-miR-767-3p"
"50568","hsa_circ_0005414","hsa-miR-767-5p"
"50569","hsa_circ_0005414","hsa-miR-769-5p"
"50570","hsa_circ_0005414","hsa-miR-889"
"50571","hsa_circ_0005414","hsa-miR-891b"
"50572","hsa_circ_0005414","hsa-miR-892a"
"50573","hsa_circ_0005414","hsa-miR-892b"
"50574","hsa_circ_0005414","hsa-miR-924"
"50575","hsa_circ_0005414","hsa-miR-934"
"50576","hsa_circ_0005414","hsa-miR-940"
"50577","hsa_circ_0005414","hsa-miR-944"
"50578","hsa_circ_0004328","hsa-miR-1178"
"50579","hsa_circ_0004328","hsa-miR-1179"
"50580","hsa_circ_0004328","hsa-miR-1182"
"50581","hsa_circ_0004328","hsa-miR-1183"
"50582","hsa_circ_0004328","hsa-miR-1184"
"50583","hsa_circ_0004328","hsa-miR-1197"
"50584","hsa_circ_0004328","hsa-miR-1200"
"50585","hsa_circ_0004328","hsa-miR-1204"
"50586","hsa_circ_0004328","hsa-miR-1205"
"50587","hsa_circ_0004328","hsa-miR-1206"
"50588","hsa_circ_0004328","hsa-miR-1208"
"50589","hsa_circ_0004328","hsa-miR-1225-3p"
"50590","hsa_circ_0004328","hsa-miR-1225-5p"
"50591","hsa_circ_0004328","hsa-miR-1227"
"50592","hsa_circ_0004328","hsa-miR-1228"
"50593","hsa_circ_0004328","hsa-miR-1229"
"50594","hsa_circ_0004328","hsa-miR-1231"
"50595","hsa_circ_0004328","hsa-miR-1233"
"50596","hsa_circ_0004328","hsa-miR-1236"
"50597","hsa_circ_0004328","hsa-miR-1238"
"50598","hsa_circ_0004328","hsa-miR-1243"
"50599","hsa_circ_0004328","hsa-miR-1244"
"50600","hsa_circ_0004328","hsa-miR-1245"
"50601","hsa_circ_0004328","hsa-miR-1246"
"50602","hsa_circ_0004328","hsa-miR-1247"
"50603","hsa_circ_0004328","hsa-miR-1248"
"50604","hsa_circ_0004328","hsa-miR-1251"
"50605","hsa_circ_0004328","hsa-miR-1252"
"50606","hsa_circ_0004328","hsa-miR-1253"
"50607","hsa_circ_0004328","hsa-miR-1258"
"50608","hsa_circ_0004328","hsa-miR-1261"
"50609","hsa_circ_0004328","hsa-miR-1263"
"50610","hsa_circ_0004328","hsa-miR-1264"
"50611","hsa_circ_0004328","hsa-miR-1265"
"50612","hsa_circ_0004328","hsa-miR-1270"
"50613","hsa_circ_0004328","hsa-miR-1272"
"50614","hsa_circ_0004328","hsa-miR-1273"
"50615","hsa_circ_0004328","hsa-miR-127-5p"
"50616","hsa_circ_0004328","hsa-miR-1276"
"50617","hsa_circ_0004328","hsa-miR-1278"
"50618","hsa_circ_0004328","hsa-miR-1279"
"50619","hsa_circ_0004328","hsa-miR-1283"
"50620","hsa_circ_0004328","hsa-miR-1286"
"50621","hsa_circ_0004328","hsa-miR-1287"
"50622","hsa_circ_0004328","hsa-miR-1288"
"50623","hsa_circ_0004328","hsa-miR-1289"
"50624","hsa_circ_0004328","hsa-miR-1290"
"50625","hsa_circ_0004328","hsa-miR-1295"
"50626","hsa_circ_0004328","hsa-miR-1296"
"50627","hsa_circ_0004328","hsa-miR-1298"
"50628","hsa_circ_0004328","hsa-miR-1299"
"50629","hsa_circ_0004328","hsa-miR-1303"
"50630","hsa_circ_0004328","hsa-miR-1304"
"50631","hsa_circ_0004328","hsa-miR-1305"
"50632","hsa_circ_0004328","hsa-miR-1322"
"50633","hsa_circ_0004328","hsa-miR-1324"
"50634","hsa_circ_0004328","hsa-miR-136"
"50635","hsa_circ_0004328","hsa-miR-139-3p"
"50636","hsa_circ_0004328","hsa-miR-139-5p"
"50637","hsa_circ_0004328","hsa-miR-140-3p"
"50638","hsa_circ_0004328","hsa-miR-142-3p"
"50639","hsa_circ_0004328","hsa-miR-142-5p"
"50640","hsa_circ_0004328","hsa-miR-144"
"50641","hsa_circ_0004328","hsa-miR-145"
"50642","hsa_circ_0004328","hsa-miR-146b-3p"
"50643","hsa_circ_0004328","hsa-miR-149"
"50644","hsa_circ_0004328","hsa-miR-151-3p"
"50645","hsa_circ_0004328","hsa-miR-153"
"50646","hsa_circ_0004328","hsa-miR-155"
"50647","hsa_circ_0004328","hsa-miR-182"
"50648","hsa_circ_0004328","hsa-miR-1825"
"50649","hsa_circ_0004328","hsa-miR-1827"
"50650","hsa_circ_0004328","hsa-miR-183"
"50651","hsa_circ_0004328","hsa-miR-186"
"50652","hsa_circ_0004328","hsa-miR-188-3p"
"50653","hsa_circ_0004328","hsa-miR-194"
"50654","hsa_circ_0004328","hsa-miR-197"
"50655","hsa_circ_0004328","hsa-miR-198"
"50656","hsa_circ_0004328","hsa-miR-203"
"50657","hsa_circ_0004328","hsa-miR-21"
"50658","hsa_circ_0004328","hsa-miR-217"
"50659","hsa_circ_0004328","hsa-miR-224"
"50660","hsa_circ_0004328","hsa-miR-31"
"50661","hsa_circ_0004328","hsa-miR-323-3p"
"50662","hsa_circ_0004328","hsa-miR-324-5p"
"50663","hsa_circ_0004328","hsa-miR-326"
"50664","hsa_circ_0004328","hsa-miR-330-3p"
"50665","hsa_circ_0004328","hsa-miR-330-5p"
"50666","hsa_circ_0004328","hsa-miR-331-3p"
"50667","hsa_circ_0004328","hsa-miR-331-5p"
"50668","hsa_circ_0004328","hsa-miR-335"
"50669","hsa_circ_0004328","hsa-miR-337-3p"
"50670","hsa_circ_0004328","hsa-miR-338-3p"
"50671","hsa_circ_0004328","hsa-miR-338-5p"
"50672","hsa_circ_0004328","hsa-miR-339-3p"
"50673","hsa_circ_0004328","hsa-miR-346"
"50674","hsa_circ_0004328","hsa-miR-361-3p"
"50675","hsa_circ_0004328","hsa-miR-370"
"50676","hsa_circ_0004328","hsa-miR-375"
"50677","hsa_circ_0004328","hsa-miR-377"
"50678","hsa_circ_0004328","hsa-miR-382"
"50679","hsa_circ_0004328","hsa-miR-383"
"50680","hsa_circ_0004328","hsa-miR-384"
"50681","hsa_circ_0004328","hsa-miR-409-3p"
"50682","hsa_circ_0004328","hsa-miR-411"
"50683","hsa_circ_0004328","hsa-miR-421"
"50684","hsa_circ_0004328","hsa-miR-432"
"50685","hsa_circ_0004328","hsa-miR-433"
"50686","hsa_circ_0004328","hsa-miR-450b-3p"
"50687","hsa_circ_0004328","hsa-miR-485-3p"
"50688","hsa_circ_0004328","hsa-miR-486-3p"
"50689","hsa_circ_0004328","hsa-miR-487a"
"50690","hsa_circ_0004328","hsa-miR-488"
"50691","hsa_circ_0004328","hsa-miR-490-5p"
"50692","hsa_circ_0004328","hsa-miR-492"
"50693","hsa_circ_0004328","hsa-miR-494"
"50694","hsa_circ_0004328","hsa-miR-495"
"50695","hsa_circ_0004328","hsa-miR-496"
"50696","hsa_circ_0004328","hsa-miR-498"
"50697","hsa_circ_0004328","hsa-miR-507"
"50698","hsa_circ_0004328","hsa-miR-508-3p"
"50699","hsa_circ_0004328","hsa-miR-510"
"50700","hsa_circ_0004328","hsa-miR-512-5p"
"50701","hsa_circ_0004328","hsa-miR-513a-3p"
"50702","hsa_circ_0004328","hsa-miR-513a-5p"
"50703","hsa_circ_0004328","hsa-miR-515-5p"
"50704","hsa_circ_0004328","hsa-miR-516b"
"50705","hsa_circ_0004328","hsa-miR-517b"
"50706","hsa_circ_0004328","hsa-miR-518a-5p"
"50707","hsa_circ_0004328","hsa-miR-520f"
"50708","hsa_circ_0004328","hsa-miR-520g"
"50709","hsa_circ_0004328","hsa-miR-520h"
"50710","hsa_circ_0004328","hsa-miR-524-3p"
"50711","hsa_circ_0004328","hsa-miR-525-3p"
"50712","hsa_circ_0004328","hsa-miR-526b"
"50713","hsa_circ_0004328","hsa-miR-527"
"50714","hsa_circ_0004328","hsa-miR-532-3p"
"50715","hsa_circ_0004328","hsa-miR-543"
"50716","hsa_circ_0004328","hsa-miR-545"
"50717","hsa_circ_0004328","hsa-miR-548b-3p"
"50718","hsa_circ_0004328","hsa-miR-548c-3p"
"50719","hsa_circ_0004328","hsa-miR-548g"
"50720","hsa_circ_0004328","hsa-miR-548k"
"50721","hsa_circ_0004328","hsa-miR-548l"
"50722","hsa_circ_0004328","hsa-miR-548m"
"50723","hsa_circ_0004328","hsa-miR-548p"
"50724","hsa_circ_0004328","hsa-miR-549"
"50725","hsa_circ_0004328","hsa-miR-553"
"50726","hsa_circ_0004328","hsa-miR-554"
"50727","hsa_circ_0004328","hsa-miR-555"
"50728","hsa_circ_0004328","hsa-miR-556-3p"
"50729","hsa_circ_0004328","hsa-miR-556-5p"
"50730","hsa_circ_0004328","hsa-miR-557"
"50731","hsa_circ_0004328","hsa-miR-558"
"50732","hsa_circ_0004328","hsa-miR-561"
"50733","hsa_circ_0004328","hsa-miR-562"
"50734","hsa_circ_0004328","hsa-miR-564"
"50735","hsa_circ_0004328","hsa-miR-566"
"50736","hsa_circ_0004328","hsa-miR-567"
"50737","hsa_circ_0004328","hsa-miR-568"
"50738","hsa_circ_0004328","hsa-miR-569"
"50739","hsa_circ_0004328","hsa-miR-570"
"50740","hsa_circ_0004328","hsa-miR-576-5p"
"50741","hsa_circ_0004328","hsa-miR-577"
"50742","hsa_circ_0004328","hsa-miR-578"
"50743","hsa_circ_0004328","hsa-miR-579"
"50744","hsa_circ_0004328","hsa-miR-580"
"50745","hsa_circ_0004328","hsa-miR-582-3p"
"50746","hsa_circ_0004328","hsa-miR-583"
"50747","hsa_circ_0004328","hsa-miR-586"
"50748","hsa_circ_0004328","hsa-miR-587"
"50749","hsa_circ_0004328","hsa-miR-589"
"50750","hsa_circ_0004328","hsa-miR-590-5p"
"50751","hsa_circ_0004328","hsa-miR-593"
"50752","hsa_circ_0004328","hsa-miR-595"
"50753","hsa_circ_0004328","hsa-miR-599"
"50754","hsa_circ_0004328","hsa-miR-600"
"50755","hsa_circ_0004328","hsa-miR-604"
"50756","hsa_circ_0004328","hsa-miR-605"
"50757","hsa_circ_0004328","hsa-miR-606"
"50758","hsa_circ_0004328","hsa-miR-607"
"50759","hsa_circ_0004328","hsa-miR-609"
"50760","hsa_circ_0004328","hsa-miR-610"
"50761","hsa_circ_0004328","hsa-miR-615-3p"
"50762","hsa_circ_0004328","hsa-miR-615-5p"
"50763","hsa_circ_0004328","hsa-miR-616"
"50764","hsa_circ_0004328","hsa-miR-618"
"50765","hsa_circ_0004328","hsa-miR-619"
"50766","hsa_circ_0004328","hsa-miR-620"
"50767","hsa_circ_0004328","hsa-miR-621"
"50768","hsa_circ_0004328","hsa-miR-622"
"50769","hsa_circ_0004328","hsa-miR-623"
"50770","hsa_circ_0004328","hsa-miR-624"
"50771","hsa_circ_0004328","hsa-miR-625"
"50772","hsa_circ_0004328","hsa-miR-626"
"50773","hsa_circ_0004328","hsa-miR-628-3p"
"50774","hsa_circ_0004328","hsa-miR-629"
"50775","hsa_circ_0004328","hsa-miR-630"
"50776","hsa_circ_0004328","hsa-miR-633"
"50777","hsa_circ_0004328","hsa-miR-634"
"50778","hsa_circ_0004328","hsa-miR-636"
"50779","hsa_circ_0004328","hsa-miR-638"
"50780","hsa_circ_0004328","hsa-miR-640"
"50781","hsa_circ_0004328","hsa-miR-643"
"50782","hsa_circ_0004328","hsa-miR-644"
"50783","hsa_circ_0004328","hsa-miR-645"
"50784","hsa_circ_0004328","hsa-miR-646"
"50785","hsa_circ_0004328","hsa-miR-647"
"50786","hsa_circ_0004328","hsa-miR-648"
"50787","hsa_circ_0004328","hsa-miR-649"
"50788","hsa_circ_0004328","hsa-miR-651"
"50789","hsa_circ_0004328","hsa-miR-653"
"50790","hsa_circ_0004328","hsa-miR-654-3p"
"50791","hsa_circ_0004328","hsa-miR-656"
"50792","hsa_circ_0004328","hsa-miR-657"
"50793","hsa_circ_0004328","hsa-miR-658"
"50794","hsa_circ_0004328","hsa-miR-659"
"50795","hsa_circ_0004328","hsa-miR-660"
"50796","hsa_circ_0004328","hsa-miR-661"
"50797","hsa_circ_0004328","hsa-miR-662"
"50798","hsa_circ_0004328","hsa-miR-663b"
"50799","hsa_circ_0004328","hsa-miR-665"
"50800","hsa_circ_0004328","hsa-miR-668"
"50801","hsa_circ_0004328","hsa-miR-671-5p"
"50802","hsa_circ_0004328","hsa-miR-7"
"50803","hsa_circ_0004328","hsa-miR-766"
"50804","hsa_circ_0004328","hsa-miR-767-3p"
"50805","hsa_circ_0004328","hsa-miR-767-5p"
"50806","hsa_circ_0004328","hsa-miR-769-3p"
"50807","hsa_circ_0004328","hsa-miR-769-5p"
"50808","hsa_circ_0004328","hsa-miR-873"
"50809","hsa_circ_0004328","hsa-miR-874"
"50810","hsa_circ_0004328","hsa-miR-875-5p"
"50811","hsa_circ_0004328","hsa-miR-876-3p"
"50812","hsa_circ_0004328","hsa-miR-877"
"50813","hsa_circ_0004328","hsa-miR-885-3p"
"50814","hsa_circ_0004328","hsa-miR-885-5p"
"50815","hsa_circ_0004328","hsa-miR-887"
"50816","hsa_circ_0004328","hsa-miR-888"
"50817","hsa_circ_0004328","hsa-miR-889"
"50818","hsa_circ_0004328","hsa-miR-890"
"50819","hsa_circ_0004328","hsa-miR-891b"
"50820","hsa_circ_0004328","hsa-miR-892a"
"50821","hsa_circ_0004328","hsa-miR-892b"
"50822","hsa_circ_0004328","hsa-miR-934"
"50823","hsa_circ_0004328","hsa-miR-935"
"50824","hsa_circ_0004328","hsa-miR-936"
"50825","hsa_circ_0004328","hsa-miR-938"
"50826","hsa_circ_0004328","hsa-miR-940"
"50827","hsa_circ_0004328","hsa-miR-941"
"50828","hsa_circ_0004328","hsa-miR-942"
"50829","hsa_circ_0004328","hsa-miR-944"
"50830","hsa_circ_0001860","hsa-miR-1236"
"50831","hsa_circ_0001860","hsa-miR-1253"
"50832","hsa_circ_0001860","hsa-miR-1287"
"50833","hsa_circ_0001860","hsa-miR-1324"
"50834","hsa_circ_0001860","hsa-miR-188-3p"
"50835","hsa_circ_0001860","hsa-miR-194"
"50836","hsa_circ_0001860","hsa-miR-203"
"50837","hsa_circ_0001860","hsa-miR-488"
"50838","hsa_circ_0001860","hsa-miR-520g"
"50839","hsa_circ_0001860","hsa-miR-520h"
"50840","hsa_circ_0001860","hsa-miR-543"
"50841","hsa_circ_0001860","hsa-miR-578"
"50842","hsa_circ_0001860","hsa-miR-580"
"50843","hsa_circ_0001860","hsa-miR-581"
"50844","hsa_circ_0001860","hsa-miR-591"
"50845","hsa_circ_0001860","hsa-miR-618"
"50846","hsa_circ_0001860","hsa-miR-624"
"50847","hsa_circ_0001860","hsa-miR-635"
"50848","hsa_circ_0001860","hsa-miR-636"
"50849","hsa_circ_0001860","hsa-miR-659"
"50850","hsa_circ_0006485","hsa-miR-1228"
"50851","hsa_circ_0006485","hsa-miR-1256"
"50852","hsa_circ_0006485","hsa-miR-1283"
"50853","hsa_circ_0006485","hsa-miR-136"
"50854","hsa_circ_0006485","hsa-miR-182"
"50855","hsa_circ_0006485","hsa-miR-198"
"50856","hsa_circ_0006485","hsa-miR-203"
"50857","hsa_circ_0006485","hsa-miR-330-3p"
"50858","hsa_circ_0006485","hsa-miR-338-3p"
"50859","hsa_circ_0006485","hsa-miR-494"
"50860","hsa_circ_0006485","hsa-miR-502-5p"
"50861","hsa_circ_0006485","hsa-miR-507"
"50862","hsa_circ_0006485","hsa-miR-545"
"50863","hsa_circ_0006485","hsa-miR-548g"
"50864","hsa_circ_0006485","hsa-miR-557"
"50865","hsa_circ_0006485","hsa-miR-571"
"50866","hsa_circ_0006485","hsa-miR-577"
"50867","hsa_circ_0006485","hsa-miR-580"
"50868","hsa_circ_0006485","hsa-miR-582-3p"
"50869","hsa_circ_0006485","hsa-miR-586"
"50870","hsa_circ_0006485","hsa-miR-604"
"50871","hsa_circ_0006485","hsa-miR-605"
"50872","hsa_circ_0006485","hsa-miR-610"
"50873","hsa_circ_0006485","hsa-miR-646"
"50874","hsa_circ_0006485","hsa-miR-647"
"50875","hsa_circ_0006485","hsa-miR-661"
"50876","hsa_circ_0006485","hsa-miR-663b"
"50877","hsa_circ_0006485","hsa-miR-766"
"50878","hsa_circ_0006485","hsa-miR-767-5p"
"50879","hsa_circ_0006485","hsa-miR-876-3p"
"50880","hsa_circ_0006485","hsa-miR-885-3p"
"50881","hsa_circ_0006485","hsa-miR-891b"
"50882","hsa_circ_0006485","hsa-miR-940"
"50883","hsa_circ_0000990","hsa-miR-1203"
"50884","hsa_circ_0000990","hsa-miR-1206"
"50885","hsa_circ_0000990","hsa-miR-1208"
"50886","hsa_circ_0000990","hsa-miR-1227"
"50887","hsa_circ_0000990","hsa-miR-1248"
"50888","hsa_circ_0000990","hsa-miR-1270"
"50889","hsa_circ_0000990","hsa-miR-1286"
"50890","hsa_circ_0000990","hsa-miR-1294"
"50891","hsa_circ_0000990","hsa-miR-1299"
"50892","hsa_circ_0000990","hsa-miR-1304"
"50893","hsa_circ_0000990","hsa-miR-136"
"50894","hsa_circ_0000990","hsa-miR-142-5p"
"50895","hsa_circ_0000990","hsa-miR-144"
"50896","hsa_circ_0000990","hsa-miR-146b-3p"
"50897","hsa_circ_0000990","hsa-miR-149"
"50898","hsa_circ_0000990","hsa-miR-182"
"50899","hsa_circ_0000990","hsa-miR-1825"
"50900","hsa_circ_0000990","hsa-miR-186"
"50901","hsa_circ_0000990","hsa-miR-217"
"50902","hsa_circ_0000990","hsa-miR-223"
"50903","hsa_circ_0000990","hsa-miR-224"
"50904","hsa_circ_0000990","hsa-miR-370"
"50905","hsa_circ_0000990","hsa-miR-409-3p"
"50906","hsa_circ_0000990","hsa-miR-421"
"50907","hsa_circ_0000990","hsa-miR-488"
"50908","hsa_circ_0000990","hsa-miR-498"
"50909","hsa_circ_0000990","hsa-miR-502-5p"
"50910","hsa_circ_0000990","hsa-miR-507"
"50911","hsa_circ_0000990","hsa-miR-513a-3p"
